Ticker,Company Name,Sector,Industry,Exchange (Yahoo)
AFIB,"Acutus Medical, Inc.",Healthcare,Medical Devices,OTC Markets OTCPK
AFRI,Forafric Global PLC,Consumer Defensive,Farm Products,NasdaqCM
AFRM,"Affirm Holdings, Inc.",Financial Services,Credit Services,NasdaqGS
AFYA,Afya Limited,Consumer Defensive,Education & Training Services,NasdaqGS
AGAE,Allied Gaming & Entertainment Inc.,Communication Services,Entertainment,NasdaqCM
AGEN,Agenus Inc.,Healthcare,Biotechnology,NasdaqCM
AGIO,"Agios Pharmaceuticals, Inc.",Healthcare,Biotechnology,NasdaqGS
AGMH,AGM Group Holdings Inc.,Technology,Computer Hardware,NasdaqCM
AGNC,AGNC Investment Corp.,Real Estate,REIT - Mortgage,NasdaqGS
AGYS,"Agilysys, Inc.",Technology,Software - Application,NasdaqGS
AHCO,AdaptHealth Corp.,Healthcare,Medical Devices,NasdaqCM
AIHS,Senmiao Technology Limited,Industrials,Rental & Leasing Services,NasdaqCM
AILE,"iLearningEngines, Inc.",Technology,Software - Infrastructure,N/A
AIP,"Arteris, Inc.",Technology,Semiconductors,NasdaqGM
AIRG,"Airgain, Inc.",Technology,Communication Equipment,NasdaqCM
AIRS,"AirSculpt Technologies, Inc.",Healthcare,Medical Care Facilities,NasdaqGM
AIRT,"Air T, Inc.",Industrials,Conglomerates,NasdaqCM
AISP,"Airship AI Holdings, Inc.",Technology,Software - Infrastructure,NasdaqGM
AKAM,"Akamai Technologies, Inc.",Technology,Software - Infrastructure,NasdaqGS
AKBA,"Akebia Therapeutics, Inc.",Healthcare,Drug Manufacturers - Specialty & Generic,NasdaqCM
AKTS,"Aktis Oncology, Inc.",Healthcare,Biotechnology,NasdaqGS
AKTX,"Akari Therapeutics, Plc",Healthcare,Biotechnology,NasdaqCM
ALCO,"Alico, Inc.",Consumer Defensive,Farm Products,NasdaqGS
ALDX,"Aldeyra Therapeutics, Inc.",Healthcare,Biotechnology,NasdaqCM
ALEC,"Alector, Inc.",Healthcare,Biotechnology,NasdaqGS
ALEX,Alexander & Baldwin Inc,Real Estate,REIT - Retail,NYQ
ALGM,"Allegro MicroSystems, Inc.",Technology,Semiconductors,NasdaqGS
ALGN,"Align Technology, Inc.",Healthcare,Medical Instruments & Supplies,NasdaqGS
ALGS,"Aligos Therapeutics, Inc.",Healthcare,Biotechnology,NasdaqCM
ALGT,Allegiant Travel Company,Industrials,Airlines,NasdaqGS
ALHC,"Alignment Healthcare, Inc.",Healthcare,Healthcare Plans,NasdaqGS
ALKT,"Alkami Technology, Inc.",Technology,Software - Application,NasdaqGS
ALLO,"Allogene Therapeutics, Inc.",Healthcare,Biotechnology,NasdaqGS
ALLR,"Allarity Therapeutics, Inc.",Healthcare,Biotechnology,NasdaqCM
ALLT,Allot Ltd.,Technology,Software - Infrastructure,NasdaqGS
ALNT,Allient Inc.,Technology,Electronic Components,NasdaqGM
ALNY,"Alnylam Pharmaceuticals, Inc.",Healthcare,Biotechnology,NasdaqGS
ALOT,"AstroNova, Inc.",Technology,Computer Hardware,NasdaqGM
ALRM,"Alarm.com Holdings, Inc.",Technology,Software - Application,NasdaqGS
ALRS,Alerus Financial Corporation,Financial Services,Banks - Regional,NasdaqCM
ALT,"Altimmune, Inc.",Healthcare,Biotechnology,NasdaqGM
ALTI,"AlTi Global, Inc.",Financial Services,Asset Management,NasdaqCM
ALTO,"Alto Ingredients, Inc.",Basic Materials,Specialty Chemicals,NasdaqCM
ALXO,ALX Oncology Holdings Inc.,Healthcare,Biotechnology,NasdaqGS
ALZN,"Alzamend Neuro, Inc.",Healthcare,Biotechnology,NasdaqCM
AMAL,Amalgamated Financial Corp.,Financial Services,Banks - Regional,NasdaqGM
AMAT,"Applied Materials, Inc.",Technology,Semiconductor Equipment & Materials,NasdaqGS
AMBA,"Ambarella, Inc.",Technology,Semiconductor Equipment & Materials,NasdaqGS
AMCX,AMC Networks Inc.,Communication Services,Entertainment,NasdaqGS
AMD,"Advanced Micro Devices, Inc.",Technology,Semiconductors,NasdaqGS
AMGN,Amgen Inc.,Healthcare,Drug Manufacturers - General,NasdaqGS
AMKR,"Amkor Technology, Inc.",Technology,Semiconductor Equipment & Materials,NasdaqGS
AMLX,"Amylyx Pharmaceuticals, Inc.",Healthcare,Drug Manufacturers - Specialty & Generic,NasdaqGS
AMPH,"Amphastar Pharmaceuticals, Inc.",Healthcare,Drug Manufacturers - Specialty & Generic,NasdaqGS
AMPL,"Amplitude, Inc.",Technology,Software - Application,NasdaqCM
AMRN,Amarin Corporation plc,Healthcare,Drug Manufacturers - General,NasdaqCM
AMSC,American Superconductor Corporation,Industrials,Specialty Industrial Machinery,NasdaqGS
AMSF,"AMERISAFE, Inc.",Financial Services,Insurance - Specialty,NasdaqGS
AMST,Amesite Inc.,Technology,Software - Application,NasdaqCM
AMTD,AMTD IDEA Group,Financial Services,Asset Management,NYSE
AMTX,"Aemetis, Inc.",Basic Materials,Specialty Chemicals,NasdaqGM
AMWD,American Woodmark Corporation,Consumer Cyclical,"Furnishings, Fixtures & Appliances",NasdaqGS
AMZN,"Amazon.com, Inc.",Consumer Cyclical,Internet Retail,NasdaqGS
ANAB,"AnaptysBio, Inc.",Healthcare,Biotechnology,NasdaqGS
ANDE,"The Andersons, Inc.",Consumer Defensive,Food Distribution,NasdaqGS
ANEB,"Anebulo Pharmaceuticals, Inc.",Healthcare,Biotechnology,OTC Markets OTCPK
ANGI,Angi Inc.,Communication Services,Internet Content & Information,NasdaqGS
ANGO,"AngioDynamics, Inc.",Healthcare,Medical Instruments & Supplies,NasdaqGS
ANIK,"Anika Therapeutics, Inc.",Healthcare,Drug Manufacturers - Specialty & Generic,NasdaqGS
ANIP,"ANI Pharmaceuticals, Inc.",Healthcare,Drug Manufacturers - Specialty & Generic,NasdaqGM
ANIX,"Anixa Biosciences, Inc.",Healthcare,Biotechnology,NasdaqCM
ANNX,"Annexon, Inc.",Healthcare,Biotechnology,NasdaqGS
ANTX,"AN2 Therapeutics, Inc.",Healthcare,Biotechnology,NasdaqGS
ANY,Sphere 3D Corp.,Financial Services,Capital Markets,NasdaqCM
AOSL,Alpha and Omega Semiconductor Limited,Technology,Semiconductors,NasdaqGS
AOUT,"American Outdoor Brands, Inc.",Consumer Cyclical,Leisure,NasdaqGS
APA,APA Corporation,Energy,Oil & Gas E&P,NasdaqGS
APCX,AppTech Payments Corp.,Technology,Software - Infrastructure,OTC Markets OTCQB
APEI,"American Public Education, Inc.",Consumer Defensive,Education & Training Services,NasdaqGS
APLD,Applied Digital Corporation,Technology,Information Technology Services,NasdaqGS
APLS,"Apellis Pharmaceuticals, Inc.",Healthcare,Biotechnology,NasdaqGS
APLT,"Applied Therapeutics, Inc.",Healthcare,Biotechnology,N/A
APM,Aptorum Group Limited,Healthcare,Biotechnology,NasdaqCM
APOG,"Apogee Enterprises, Inc.",Industrials,Building Products & Equipment,NasdaqGS
APP,AppLovin Corporation,Communication Services,Advertising Agencies,NasdaqGS
APPF,"AppFolio, Inc.",Technology,Software - Application,NasdaqGM
APPN,Appian Corporation,Technology,Software - Infrastructure,NasdaqGM
APPS,"Digital Turbine, Inc.",Technology,Software - Application,NasdaqCM
APRE,"Aprea Therapeutics, Inc.",Healthcare,Biotechnology,NasdaqCM
APVO,Aptevo Therapeutics Inc.,Healthcare,Biotechnology,NasdaqCM
APWC,Asia Pacific Wire & Cable Corporation Limited,Industrials,Electrical Equipment & Parts,NasdaqCM
APYX,Apyx Medical Corporation,Healthcare,Medical Devices,NasdaqGS
AQB,"AquaBounty Technologies, Inc.",Consumer Defensive,Farm Products,NasdaqCM
AQMS,"Aqua Metals, Inc.",Industrials,Waste Management,NasdaqCM
AQST,"Aquestive Therapeutics, Inc.",Healthcare,Drug Manufacturers - Specialty & Generic,NasdaqGM
ARAY,Accuray Incorporated,Healthcare,Medical Devices,NasdaqGS
ARCT,Arcturus Therapeutics Holdings Inc.,Healthcare,Biotechnology,NasdaqGM
ARDS,"Aridis Pharmaceuticals, Inc.",Healthcare,Biotechnology,OTC Markets OTCPK
ARDX,"Ardelyx, Inc.",Healthcare,Biotechnology,NasdaqGM
AREC,American Resources Corporation,Basic Materials,Coking Coal,NasdaqCM
ARGX,argenx SE,Healthcare,Biotechnology,NasdaqGS
ARHS,"Arhaus, Inc.",Consumer Cyclical,Specialty Retail,NasdaqGS
ARKO,Arko Corp.,Consumer Cyclical,Specialty Retail,NasdaqCM
ARKR,Ark Restaurants Corp.,Consumer Cyclical,Restaurants,NasdaqGM
ARLP,"Alliance Resource Partners, L.P.",Energy,Thermal Coal,NasdaqGS
AROW,Arrow Financial Corporation,Financial Services,Banks - Regional,NasdaqGS
ARQT,"Arcutis Biotherapeutics, Inc.",Healthcare,Biotechnology,NasdaqGS
ARRY,"Array Technologies, Inc.",Technology,Solar,NasdaqGM
ARTL,"Artelo Biosciences, Inc.",Healthcare,Biotechnology,NasdaqCM
ARTNA,Artesian Resources Corporation,Utilities,Utilities - Regulated Water,NasdaqGS
ARTW,"Art's-Way Manufacturing Co., Inc.",Industrials,Farm & Heavy Construction Machinery,NasdaqCM
ARVN,"Arvinas, Inc.",Healthcare,Biotechnology,NasdaqGS
ARWR,"Arrowhead Pharmaceuticals, Inc.",Healthcare,Biotechnology,NasdaqGS
ASLE,AerSale Corporation,Industrials,Airports & Air Services,NasdaqCM
ASMB,"Assembly Biosciences, Inc.",Healthcare,Biotechnology,NasdaqGS
ASML,ASML Holding N.V.,Technology,Semiconductor Equipment & Materials,NasdaqGS
ASND,Ascendis Pharma A/S,Healthcare,Biotechnology,NasdaqGS
ASNS,"Actelis Networks, Inc.",Technology,Communication Equipment,NasdaqCM
ASO,"Academy Sports and Outdoors, Inc.",Consumer Cyclical,Specialty Retail,NasdaqGS
ASPI,ASP Isotopes Inc.,Basic Materials,Chemicals,NasdaqCM
ASPS,Altisource Portfolio Solutions S.A.,Real Estate,Real Estate Services,NasdaqGS
ASPU,"Aspen Group, Inc.",Consumer Defensive,Education & Training Services,OTC Markets OTCQB
ASRT,"Assertio Holdings, Inc.",Healthcare,Drug Manufacturers - Specialty & Generic,NasdaqCM
ASRV,"AmeriServ Financial, Inc.",Financial Services,Banks - Regional,NasdaqGM
ASST,"Strive Asset Management, LLC",Financial Services,Asset Management,NasdaqGM
ASTC,Astrotech Corporation,Technology,Scientific & Technical Instruments,NasdaqCM
ASTE,"Astec Industries, Inc.",Industrials,Farm & Heavy Construction Machinery,NasdaqGS
ASTH,"Astrana Health, Inc.",Healthcare,Medical Care Facilities,NasdaqCM
ASTI,"Ascent Solar Technologies, Inc.",Technology,Solar,NasdaqCM
ASTS,"AST SpaceMobile, Inc.",Technology,Communication Equipment,NasdaqGS
ASUR,"Asure Software, Inc.",Technology,Software - Application,NasdaqCM
ASYS,"Amtech Systems, Inc.",Technology,Semiconductor Equipment & Materials,NasdaqGS
ATAI,AtaiBeckley Inc.,Healthcare,Biotechnology,NasdaqGM
ATEC,"Alphatec Holdings, Inc.",Healthcare,Medical Devices,NasdaqGS
ATER,"Aterian, Inc.",Consumer Cyclical,"Furnishings, Fixtures & Appliances",NasdaqCM
ATEX,Anterix Inc.,Communication Services,Telecom Services,NasdaqCM
ATHE,Alterity Therapeutics Limited,Healthcare,Biotechnology,NasdaqCM
ATLC,Atlanticus Holdings Corporation,Financial Services,Credit Services,NasdaqGS
ATLO,Ames National Corporation,Financial Services,Banks - Regional,NasdaqCM
ATLX,Atlas Lithium Corporation,Basic Materials,Other Industrial Metals & Mining,NasdaqCM
ATNI,"ATN International, Inc.",Communication Services,Telecom Services,NasdaqGS
ATOM,Atomera Incorporated,Technology,Semiconductor Equipment & Materials,NasdaqCM
ATOM,Atomera Incorporated,Technology,Semiconductor Equipment & Materials,NasdaqCM
ATRC,"AtriCure, Inc.",Healthcare,Medical Instruments & Supplies,NasdaqGM
ATRO,Astronics Corporation,Industrials,Aerospace & Defense,NasdaqGS
ATXI,"Avenue Therapeutics, Inc.",Healthcare,Biotechnology,OTC Markets OTCPK
ATXS,"Astria Therapeutics, Inc.",Healthcare,Biotechnology,N/A
AUB,Atlantic Union Bankshares Corporation,Financial Services,Banks - Regional,NYSE
AUBN,"Auburn National Bancorporation, Inc.",Financial Services,Banks - Regional,NasdaqGM
AUDC,AudioCodes Ltd.,Technology,Communication Equipment,NasdaqGS
AUID,authID Inc.,Technology,Software - Infrastructure,NasdaqCM
AUPH,Aurinia Pharmaceuticals Inc.,Healthcare,Biotechnology,NasdaqGM
AUR,"Aurora Innovation, Inc.",Technology,Information Technology Services,NasdaqGS
AURA,"Aura Biosciences, Inc.",Healthcare,Biotechnology,NasdaqGM
AUTL,Autolus Therapeutics plc,Healthcare,Biotechnology,NasdaqGS
AUUD,Auddia Inc.,Technology,Software - Application,NasdaqCM
AVAH,Aveanna Healthcare Holdings Inc.,Healthcare,Medical Care Facilities,NasdaqGS
AVAV,"AeroVironment, Inc.",Industrials,Aerospace & Defense,NasdaqGS
AVBP,"ArriVent BioPharma, Inc.",Healthcare,Biotechnology,NasdaqGM
AVDL,Avadel Pharmaceuticals PLC,Healthcare,Drug Manufacturers - Specialty & Generic,N/A
AVGO,Broadcom Inc.,Technology,Semiconductors,NasdaqGS
AVIR,"Atea Pharmaceuticals, Inc.",Healthcare,Biotechnology,NasdaqGS
AVNW,"Aviat Networks, Inc.",Technology,Communication Equipment,NasdaqGS
AVO,"Mission Produce, Inc.",Consumer Defensive,Food Distribution,NasdaqGS
AVPT,"AvePoint, Inc.",Technology,Software - Infrastructure,NasdaqGS
AVTX,"Avalo Therapeutics, Inc.",Healthcare,Biotechnology,NasdaqCM
AVXL,Anavex Life Sciences Corp.,Healthcare,Biotechnology,NasdaqGS
AWRE,"Aware, Inc.",Technology,Software - Application,NasdaqGM
AXGN,"Axogen, Inc.",Healthcare,Medical Devices,NasdaqCM
AXON,"Axon Enterprise, Inc.",Industrials,Aerospace & Defense,NasdaqGS
AXSM,"Axsome Therapeutics, Inc.",Healthcare,Biotechnology,NasdaqGM
AXTI,"AXT, Inc.",Technology,Semiconductor Equipment & Materials,NasdaqGS
AYTU,"Aytu BioPharma, Inc.",Healthcare,Drug Manufacturers - Specialty & Generic,NasdaqCM
BAER,"Bridger Aerospace Group Holdings, Inc.",Industrials,Security & Protection Services,NasdaqGM
BAFN,BayFirst Financial Corp.,Financial Services,Banks - Regional,NasdaqCM
BAND,Bandwidth Inc.,Technology,Software - Infrastructure,NasdaqGS
BANF,BancFirst Corporation,Financial Services,Banks - Regional,NasdaqGS
BANR,Banner Corporation,Financial Services,Banks - Regional,NasdaqGS
BANX,ArrowMark Financial Corp.,Financial Services,Asset Management,NasdaqGM
BATRA,"Atlanta Braves Holdings, Inc.",Communication Services,Entertainment,NasdaqGS
BBCP,"Concrete Pumping Holdings, Inc.",Industrials,Engineering & Construction,NasdaqCM
BBGI,"Beasley Broadcast Group, Inc.",Communication Services,Broadcasting,NasdaqCM
BBIG,"Vinco Ventures, Inc.",Consumer Cyclical,Leisure,OTC Markets OTCPK
BBIO,"BridgeBio Pharma, Inc.",Healthcare,Biotechnology,NasdaqGS
BBSI,"Barrett Business Services, Inc.",Industrials,Staffing & Employment Services,NasdaqGS
BCAB,"BioAtla, Inc.",Healthcare,Biotechnology,NasdaqCM
BCAL,California BanCorp,Financial Services,Banks - Regional,NasdaqCM
BCBP,"BCB Bancorp, Inc.",Financial Services,Banks - Regional,NasdaqGM
BCDA,"BioCardia, Inc.",Healthcare,Biotechnology,NasdaqCM
BCLI,Brainstorm Cell Therapeutics Inc.,Healthcare,Biotechnology,OTC Markets OTCQB
BCML,BayCom Corp,Financial Services,Banks - Regional,NasdaqGS
BCOW,"1895 Bancorp of Wisconsin, Inc.",Financial Services,Banks - Regional,OTC Markets OTCQX
BCPC,Balchem Corporation,Basic Materials,Specialty Chemicals,NasdaqGS
BCRX,"BioCryst Pharmaceuticals, Inc.",Healthcare,Drug Manufacturers - Specialty & Generic,NasdaqGS
BCTF,"Bancorp 34, Inc.",Financial Services,Banks - Regional,OTC Markets OTCPK
BCTX,BriaCell Therapeutics Corp.,Healthcare,Biotechnology,NasdaqCM
BCYC,Bicycle Therapeutics plc,Healthcare,Biotechnology,NasdaqGS
BDCO,Blue Dolphin Energy Company,Energy,Oil & Gas Refining & Marketing,OTC Markets OTCQX
BDRX,Biodexa Pharmaceuticals Plc,Healthcare,Biotechnology,NasdaqCM
BDSX,"Biodesix, Inc.",Healthcare,Diagnostics & Research,NasdaqGM
BDTX,"Black Diamond Therapeutics, Inc.",Healthcare,Biotechnology,NasdaqGS
BEAM,Beam Therapeutics Inc.,Healthcare,Biotechnology,NasdaqGS
BEAT,"HeartBeam, Inc.",Healthcare,Health Information Services,NasdaqCM
BELFB,Bel Fuse Inc.,Technology,Electronic Components,NasdaqGS
BFC,Bank First Corporation,Financial Services,Banks - Regional,NasdaqCM
BFIN,BankFinancial Corporation,Financial Services,Banks - Regional,NasdaqGS
BFST,"Business First Bancshares, Inc.",Financial Services,Banks - Regional,NasdaqGS
BGXX,Bright Green Corporation,Healthcare,Drug Manufacturers - Specialty & Generic,N/A
BHAT,Blue Hat Interactive Entertainment Technology,Communication Services,Electronic Gaming & Multimedia,NGM
BHF,"Brighthouse Financial, Inc.",Financial Services,Insurance - Life,NasdaqGS
BHRB,Burke & Herbert Financial Services Corp.,Financial Services,Banks - Regional,NasdaqCM
BIAF,"bioAffinity Technologies, Inc.",Healthcare,Diagnostics & Research,NasdaqCM
BIDU,"Baidu, Inc.",Communication Services,Internet Content & Information,NasdaqGS
BIIB,Biogen Inc.,Healthcare,Drug Manufacturers - General,NasdaqGS
BILI,Bilibili Inc.,Communication Services,Internet Content & Information,NasdaqGS
BIOR,"Biora Therapeutics, Inc.",Healthcare,Biotechnology,N/A
BIOX,Bioceres Crop Solutions Corp.,Basic Materials,Agricultural Inputs,NasdaqGS
BIRD,"Allbirds, Inc.",Consumer Cyclical,Apparel Retail,NasdaqGS
BIVI,BioVie Inc.,Healthcare,Biotechnology,NasdaqCM
BJRI,"BJ's Restaurants, Inc.",Consumer Cyclical,Restaurants,NasdaqGS
BKNG,Booking Holdings Inc.,Consumer Cyclical,Travel Services,NasdaqGS
BKSC,Bank of South Carolina Corporation,Financial Services,Banks - Regional,OTC Markets OTCQX
BKYI,"BIO-key International, Inc.",Industrials,Security & Protection Services,NasdaqCM
BL,"BlackLine, Inc.",Technology,Software - Application,NasdaqGS
BLBD,Blue Bird Corporation,Industrials,Farm & Heavy Construction Machinery,NasdaqGM
BLDP,Ballard Power Systems Inc.,Industrials,Electrical Equipment & Parts,NasdaqGM
BLFY,Blue Foundry Bancorp,Financial Services,Banks - Regional,NMS
BLIN,"Bridgeline Digital, Inc.",Technology,Software - Infrastructure,NasdaqCM
BLKB,"Blackbaud, Inc.",Technology,Software - Application,NasdaqGS
BLMN,"Bloomin' Brands, Inc.",Consumer Cyclical,Restaurants,NasdaqGS
BLNK,Blink Charging Co.,Industrials,Engineering & Construction,NasdaqCM
BLRX,BioLineRx Ltd.,Healthcare,Biotechnology,NasdaqCM
BLZE,"Backblaze, Inc.",Technology,Software - Infrastructure,NasdaqGM
BMBL,Bumble Inc.,Communication Services,Internet Content & Information,NasdaqGS
BMEA,"Biomea Fusion, Inc.",Healthcare,Biotechnology,NasdaqGS
BMRA,"Biomerica, Inc.",Healthcare,Medical Devices,NasdaqCM
BMRC,Bank of Marin Bancorp,Financial Services,Banks - Regional,NasdaqGS
BMRN,BioMarin Pharmaceutical Inc.,Healthcare,Biotechnology,NasdaqGS
BNGO,"Bionano Genomics, Inc.",Healthcare,Medical Instruments & Supplies,NasdaqCM
BNTC,Benitec Biopharma Inc.,Healthcare,Biotechnology,NasdaqCM
BNTX,BioNTech SE,Healthcare,Biotechnology,NasdaqGS
BOKF,BOK Financial Corporation,Financial Services,Banks - Regional,NasdaqGS
BOLT,"Bolt Biotherapeutics, Inc.",Healthcare,Biotechnology,NasdaqCM
BOXL,Boxlight Corporation,Technology,Consumer Electronics,NasdaqCM
BPOP,"Popular, Inc.",Financial Services,Banks - Regional,NasdaqGS
BPTH,"Bio-Path Holdings, Inc.",Healthcare,Biotechnology,OTC Markets OTCPK
BRFH,"Barfresh Food Group, Inc.",Consumer Defensive,Beverages - Non-Alcoholic,NasdaqCM
BRID,Bridgford Foods Corporation,Consumer Defensive,Packaged Foods,NasdaqGM
BRKR,Bruker Corporation,Healthcare,Medical Devices,NasdaqGS
BRLT,"Brilliant Earth Group, Inc.",Consumer Cyclical,Luxury Goods,NasdaqGM
BRNS,Barinthus Biotherapeutics plc,Healthcare,Biotechnology,NasdaqGM
BRTX,"BioRestorative Therapies, Inc.",Healthcare,Biotechnology,NasdaqCM
BRZE,"Braze, Inc.",Technology,Software - Application,NasdaqGS
BSBK,Bogota Financial Corp.,Financial Services,Banks - Regional,NasdaqCM
BSET,"Bassett Furniture Industries, Incorporated",Consumer Cyclical,"Furnishings, Fixtures & Appliances",NasdaqGS
BSRR,Sierra Bancorp,Financial Services,Banks - Regional,NasdaqGS
BSVN,Bank7 Corp.,Financial Services,Banks - Regional,NasdaqGS
BSY,"Bentley Systems, Incorporated",Technology,Software - Application,NasdaqGS
BTAI,"BioXcel Therapeutics, Inc.",Healthcare,Drug Manufacturers - Specialty & Generic,NasdaqCM
BTMD,biote Corp.,Healthcare,Medical Care Facilities,NasdaqGM
BTSG,"BrightSpring Health Services, Inc.",Healthcare,Health Information Services,NasdaqGS
BTTX,"Better Therapeutics, Inc.",Healthcare,Biotechnology,OTC Markets OTCPK
BUSE,First Busey Corporation,Financial Services,Banks - Regional,NasdaqGS
BVS,Bioventus Inc.,Healthcare,Medical Devices,NasdaqGS
BWAY,BrainsWay Ltd.,Healthcare,Medical Devices,NasdaqGM
BWB,"Bridgewater Bancshares, Inc.",Financial Services,Banks - Regional,NasdaqCM
BWEN,"Broadwind, Inc.",Industrials,Specialty Industrial Machinery,NasdaqCM
BWFG,"Bankwell Financial Group, Inc.",Financial Services,Banks - Regional,NasdaqGM
BWMN,Bowman Consulting Group Ltd.,Industrials,Engineering & Construction,NasdaqGM
BYND,"Beyond Meat, Inc.",Consumer Defensive,Packaged Foods,NasdaqGS
BYRN,Byrna Technologies Inc.,Industrials,Aerospace & Defense,NasdaqCM
BYSI,BeyondSpring Inc.,Healthcare,Biotechnology,NasdaqCM
BZFD,"BuzzFeed, Inc.",Communication Services,Internet Content & Information,NasdaqCM
BZUN,Baozun Inc.,Consumer Cyclical,Internet Retail,NasdaqGS
CAAS,"China Automotive Systems, Inc.",Consumer Cyclical,Auto Parts,NasdaqCM
CABA,"Cabaletta Bio, Inc.",Healthcare,Biotechnology,NasdaqGS
CAC,Camden National Corporation,Financial Services,Banks - Regional,NasdaqGS
CACC,Credit Acceptance Corporation,Financial Services,Credit Services,NasdaqGS
CADL,"Candel Therapeutics, Inc.",Healthcare,Biotechnology,NasdaqGM
CAKE,The Cheesecake Factory Incorporated,Consumer Cyclical,Restaurants,NasdaqGS
CALA,"Calithera Biosciences, Inc.",Financial Services,Shell Companies,OTC Markets OTCPK
CALC,"CalciMedica, Inc.",Healthcare,Biotechnology,NasdaqCM
CALM,"Cal-Maine Foods, Inc.",Consumer Defensive,Farm Products,NasdaqGS
CAN,Canaan Inc.,Technology,Computer Hardware,NasdaqGM
CAPR,"Capricor Therapeutics, Inc.",Healthcare,Biotechnology,NasdaqGS
CAR,"Avis Budget Group, Inc.",Industrials,Rental & Leasing Services,NasdaqGS
CARE,"Carter Bankshares, Inc.",Financial Services,Banks - Regional,NasdaqGS
CARG,"CarGurus, Inc.",Consumer Cyclical,Auto & Truck Dealerships,NasdaqGS
CARV,"Carver Bancorp, Inc.",Financial Services,Banks - Regional,OTC Markets OTCQB
CASH,"Pathward Financial, Inc.",Financial Services,Banks - Regional,NasdaqGS
CASI,CASI Pharmaceuticals Inc,Healthcare,Biotechnology,NGM
CASS,"Cass Information Systems, Inc.",Industrials,Specialty Business Services,NasdaqGS
CASY,"Casey's General Stores, Inc.",Consumer Cyclical,Specialty Retail,NasdaqGS
CATY,Cathay General Bancorp,Financial Services,Banks - Regional,NasdaqGS
CBAN,"Colony Bankcorp, Inc.",Financial Services,Banks - Regional,NYSE
CBAT,"CBAK Energy Technology, Inc.",Industrials,Electrical Equipment & Parts,NasdaqCM
CBNK,"Capital Bancorp, Inc.",Financial Services,Banks - Regional,NasdaqGS
CBOE,"Cboe Global Markets, Inc.",Financial Services,Financial Data & Stock Exchanges,Cboe US
CBRL,"Cracker Barrel Old Country Store, Inc.",Consumer Cyclical,Restaurants,NasdaqGS
CBSH,"Commerce Bancshares, Inc.",Financial Services,Banks - Regional,NasdaqGS
CBUS,"Cibus, Inc.",Healthcare,Biotechnology,NasdaqCM
CCAP,"Crescent Capital BDC, Inc.",Financial Services,Asset Management,NasdaqGM
CCB,Coastal Financial Corporation,Financial Services,Banks - Regional,NasdaqGS
CCBG,"Capital City Bank Group, Inc.",Financial Services,Banks - Regional,NasdaqGS
CCCC,"C4 Therapeutics, Inc.",Healthcare,Biotechnology,NasdaqGS
CCRN,"Cross Country Healthcare, Inc.",Healthcare,Medical Care Facilities,NasdaqGS
CCSI,"Consensus Cloud Solutions, Inc.",Technology,Software - Infrastructure,NasdaqGS
CDIO,"Cardio Diagnostics Holdings, Inc.",Healthcare,Biotechnology,NasdaqCM
CDLX,"Cardlytics, Inc.",Communication Services,Advertising Agencies,NasdaqGM
CDNA,"CareDx, Inc.",Healthcare,Diagnostics & Research,NasdaqGM
CDNS,"Cadence Design Systems, Inc.",Technology,Software - Application,NasdaqGS
CDW,CDW Corporation,Technology,Information Technology Services,NasdaqGS
CDXS,"Codexis, Inc.",Healthcare,Biotechnology,NasdaqGS
CDZI,Cadiz Inc.,Utilities,Utilities - Regulated Water,NasdaqGM
CECO,CECO Environmental Corp.,Industrials,Pollution & Treatment Controls,NasdaqGS
CEG,Constellation Energy Corporation,Utilities,Utilities - Independent Power Producers,NasdaqGS
CELC,Celcuity Inc.,Healthcare,Biotechnology,NasdaqCM
CELH,"Celsius Holdings, Inc.",Consumer Defensive,Beverages - Non-Alcoholic,NasdaqCM
CENN,Cenntro Inc.,Consumer Cyclical,Auto Manufacturers,NasdaqCM
CENT,Central Garden & Pet Company,Consumer Defensive,Packaged Foods,NasdaqGS
CENX,Century Aluminum Company,Basic Materials,Aluminum,NasdaqGS
CERS,Cerus Corporation,Healthcare,Medical Devices,NasdaqGM
CERT,"Certara, Inc.",Healthcare,Health Information Services,NasdaqGS
CETX,"Cemtrex, Inc.",Technology,Software - Infrastructure,NasdaqCM
CEVA,"CEVA, Inc.",Technology,Semiconductors,NasdaqGS
CFBK,CF Bankshares Inc.,Financial Services,Banks - Regional,NasdaqCM
CFFI,C&F Financial Corporation,Financial Services,Banks - Regional,NasdaqGS
CFFN,"Capitol Federal Financial, Inc.",Financial Services,Banks - Regional,NasdaqGS
CFLT,"Confluent, Inc.",Technology,Software - Infrastructure,NMS
CFNB,California First Leasing Corporation,Financial Services,Asset Management,OTC Markets OTCPK
CG,The Carlyle Group Inc.,Financial Services,Asset Management,NasdaqGS
CGBD,"Carlyle Secured Lending, Inc.",Financial Services,Asset Management,NasdaqGS
CGEM,"Cullinan Therapeutics, Inc.",Healthcare,Biotechnology,NasdaqGS
CGEN,Compugen Ltd.,Healthcare,Biotechnology,NasdaqCM
CGNT,Cognyte Software Ltd.,Technology,Software - Infrastructure,NasdaqGS
CGTX,"Cognition Therapeutics, Inc.",Healthcare,Biotechnology,NasdaqCM
CHCI,"Comstock Holding Companies, Inc.",Real Estate,Real Estate Services,NasdaqCM
CHCO,City Holding Company,Financial Services,Banks - Regional,NasdaqGS
