Ticker,Company Name,Sector,Industry,Exchange (Yahoo)
ADIL,"Adial Pharmaceuticals, Inc.",Healthcare,Biotechnology,NasdaqCM
ADMA,"ADMA Biologics, Inc.",Healthcare,Biotechnology,NasdaqGM
ADPT,Adaptive Biotechnologies Corporation,Healthcare,Biotechnology,NasdaqGS
ADSK,"Autodesk, Inc.",Technology,Software - Application,NasdaqGS
ADTN,"ADTRAN Holdings, Inc.",Technology,Communication Equipment,NasdaqGS
ADUS,Addus HomeCare Corporation,Healthcare,Medical Care Facilities,NasdaqGS
ADV,Advantage Solutions Inc.,Communication Services,Advertising Agencies,NasdaqGS
AEHR,"Aehr Test Systems, Inc.",Technology,Semiconductor Equipment & Materials,NasdaqCM
AEIS,"Advanced Energy Industries, Inc.",Industrials,Electrical Equipment & Parts,NasdaqGS
AEMD,"Aethlon Medical, Inc.",Healthcare,Medical Devices,NasdaqCM
AENT,Alliance Entertainment Holding Corporation,Communication Services,Entertainment,NasdaqCM
AER,AerCap Holdings N.V.,Industrials,Rental & Leasing Services,NYSE
AEYE,"AudioEye, Inc.",Technology,Software - Application,NasdaqCM
AFBI,"Affinity Bancshares, Inc.",Financial Services,Banks - Regional,NasdaqCM
AFCG,Advanced Flower Capital Inc.,Real Estate,REIT - Mortgage,NasdaqGM
